Time (s),Channel 1 (V),Channel 2 (V)
-0.005119767482517483,-0.1998882162249192,-0.1888116140252811
-0.005118517482517483,-0.1998882162249192,-0.1888116140252811
-0.005117267482517483,-0.1998882162249194,-0.1888116140252811
-0.005116017482517483,-0.2002316380888379,-0.1888116140252811
-0.005114767482517483,-0.1995447943610005,-0.1884707449251418
-0.005113517482517483,-0.1998882162249192,-0.1884707449251418
-0.005112267482517483,-0.1995447943610005,-0.1884707449251418
-0.005111017482517483,-0.199888216224919,-0.1888116140252809
-0.005109767482517483,-0.1998882162249192,-0.1888116140252811
-0.005108517482517482,-0.1995447943610007,-0.1884707449251418
-0.005107267482517483,-0.1998882162249192,-0.1884707449251418
-0.005106017482517483,-0.1992013724970817,-0.1881298758250022
-0.005104767482517483,-0.1988579506331631,-0.187789006724863
-0.005103517482517483,-0.1995447943610005,-0.1881298758250024
-0.005102267482517483,-0.1995447943610005,-0.1884707449251418
-0.005101017482517483,-0.1992013724970819,-0.1884707449251418
-0.005099767482517483,-0.1988579506331633,-0.1884707449251418
-0.005098517482517483,-0.1995447943610005,-0.1884707449251418
-0.005097267482517483,-0.1998882162249192,-0.1888116140252812
-0.005096017482517483,-0.1998882162249192,-0.1891524831254204
-0.005094767482517483,-0.1998882162249192,-0.1884707449251418
-0.005093517482517483,-0.1998882162249192,-0.1884707449251418
-0.005092267482517483,-0.2002316380888379,-0.1891524831254204
-0.005091017482517483,-0.1995447943610008,-0.1888116140252812
-0.005089767482517483,-0.1992013724970819,-0.1891524831254204
-0.005088517482517483,-0.1995447943610004,-0.1881298758250029
-0.005087267482517483,-0.2002316380888379,-0.1884707449251418
-0.005086017482517483,-0.1992013724970819,-0.1884707449251418
-0.005084767482517483,-0.1992013724970819,-0.1884707449251418
-0.005083517482517483,-0.1988579506331631,-0.1884707449251418
-0.005082267482517483,-0.1995447943610005,-0.1891524831254204
-0.005081017482517483,-0.2005750599527566,-0.1894933522255598
-0.005079767482517483,-0.2005750599527566,-0.1894933522255598
-0.005078517482517483,-0.1998882162249192,-0.1888116140252811
-0.005077267482517483,-0.1992013724970822,-0.1881298758250027
-0.005076017482517483,-0.1995447943610005,-0.1888116140252811
-0.005074767482517483,-0.1995447943610004,-0.1884707449251418
-0.005073517482517483,-0.1992013724970819,-0.1884707449251418
-0.005072267482517483,-0.1988579506331631,-0.1888116140252811
-0.005071017482517483,-0.1988579506331631,-0.1884707449251418
-0.005069767482517483,-0.1992013724970819,-0.1884707449251418
-0.005068517482517483,-0.1995447943610004,-0.1884707449251418
-0.005067267482517483,-0.1995447943610005,-0.1888116140252811
-0.005066017482517482,-0.1992013724970823,-0.1888116140252811
-0.005064767482517483,-0.2002316380888379,-0.1888116140252811
-0.005063517482517483,-0.199201372497082,-0.1891524831254204
-0.005062267482517483,-0.1995447943610005,-0.1891524831254204
-0.005061017482517483,-0.2002316380888379,-0.1888116140252811
-0.005059767482517483,-0.1998882162249192,-0.1891524831254204
-0.005058517482517483,-0.1988579506331631,-0.1884707449251418
-0.005057267482517483,-0.1998882162249187,-0.1881298758250026
-0.005056017482517483,-0.1995447943610005,-0.1884707449251418
-0.005054767482517483,-0.2002316380888378,-0.1884707449251418
-0.005053517482517483,-0.1998882162249192,-0.1884707449251418
-0.005052267482517483,-0.1995447943610002,-0.1881298758250022
-0.005051017482517483,-0.1988579506331631,-0.187789006724863
-0.005049767482517483,-0.1998882162249192,-0.1884707449251418
-0.005048517482517483,-0.1988579506331636,-0.1881298758250026
-0.005047267482517483,-0.1992013724970819,-0.1884707449251418
-0.005046017482517483,-0.1995447943610004,-0.1888116140252809
-0.005044767482517483,-0.1992013724970819,-0.1888116140252811
-0.005043517482517483,-0.199888216224919,-0.1888116140252811
-0.005042267482517483,-0.1995447943610005,-0.1888116140252811
-0.005041017482517483,-0.1998882162249192,-0.1884707449251418
-0.005039767482517483,-0.1995447943610005,-0.1881298758250024
-0.005038517482517483,-0.1998882162249192,-0.1884707449251418
-0.005037267482517483,-0.2002316380888378,-0.1891524831254201
-0.005036017482517483,-0.1998882162249192,-0.1888116140252811
-0.005034767482517483,-0.1988579506331636,-0.1884707449251419
-0.005033517482517483,-0.1992013724970819,-0.1884707449251418
-0.005032267482517483,-0.1995447943610007,-0.1884707449251416
-0.005031017482517483,-0.1998882162249192,-0.1881298758250024
-0.005029767482517483,-0.1998882162249192,-0.1891524831254204
-0.005028517482517483,-0.1992013724970819,-0.1888116140252811
-0.005027267482517483,-0.1998882162249192,-0.1884707449251418
-0.005026017482517483,-0.1998882162249192,-0.1891524831254201
-0.005024767482517483,-0.1995447943610005,-0.1891524831254204
-0.005023517482517482,-0.1988579506331633,-0.1881298758250024
