Time (s),Channel 1 (V),Channel 2 (V)
-0.0002866736217552534,0.1995114115125215,0.05184197067310244
-0.0002866036217552534,0.2008850989681962,0.05320544707365985
-0.0002865336217552534,0.2001982552403589,0.05286457797352035
-0.0002864636217552534,0.2001982552403589,0.05252370887338115
-0.0002863936217552534,0.1995114115125215,0.05354631617379921
-0.0002863236217552534,0.1998548333764402,0.05286457797352066
-0.0002862536217552534,0.1998548333764402,0.05320544707365985
-0.0002861836217552534,0.2015719426960336,0.05388718527393856
-0.0002861136217552534,0.2015719426960325,0.05320544707366
-0.0002860436217552534,0.1991679896486028,0.05354631617379921
-0.0002859736217552534,0.2005416771042776,0.05320544707365985
-0.0002859036217552534,0.1998548333764399,0.0525237088733813
-0.0002858336217552534,0.1991679896486028,0.0528645779735205
-0.0002857636217552534,0.1995114115125215,0.05252370887338115
-0.0002856936217552534,0.1991679896486026,0.05320544707366
-0.0002856236217552534,0.1988245677846841,0.05354631617379921
-0.0002855536217552534,0.1998548333764402,0.05354631617379921
-0.0002854836217552534,0.1995114115125215,0.05354631617379921
-0.0002854136217552534,0.1995114115125215,0.05354631617379921
-0.0002853436217552534,0.1998548333764402,0.05354631617379921
-0.0002852736217552534,0.1988245677846844,0.05320544707366032
-0.0002852036217552534,0.1995114115125212,0.05422805437407745
-0.0002851336217552534,0.1981377240568467,0.05456892347421727
-0.0002850636217552534,0.1984811459207655,0.05388718527393841
-0.0002849936217552534,0.1988245677846839,0.05354631617379936
-0.0002849236217552534,0.1984811459207654,0.05490979257435662
-0.0002848536217552534,0.1984811459207652,0.05354631617379967
-0.0002847836217552534,0.1981377240568469,0.0545689234742168
-0.0002847136217552534,0.1991679896486028,0.05354631617379921
-0.0002846436217552534,0.1995114115125213,0.05422805437407807
-0.0002845736217552534,0.1991679896486029,0.05456892347421712
-0.0002845036217552534,0.2005416771042776,0.05490979257435662
-0.0002844336217552534,0.1995114115125217,0.05456892347421712
-0.0002843636217552534,0.19985483337644,0.05422805437407807
-0.0002842936217552534,0.1998548333764402,0.05490979257435662
-0.0002842236217552534,0.1988245677846846,0.05456892347421696
-0.0002841536217552534,0.1998548333764397,0.05388718527393888
-0.0002840836217552534,0.1995114115125215,0.05490979257435662
-0.0002840136217552534,0.1998548333764405,0.05456892347421758
-0.0002839436217552534,0.2005416771042773,0.05525066167449567
-0.0002838736217552534,0.1991679896486028,0.05490979257435662
-0.0002838036217552534,0.1991679896486029,0.05490979257435616
-0.0002837336217552534,0.1995114115125213,0.05388718527393903
-0.0002836636217552534,0.1991679896486028,0.05456892347421727
-0.0002835936217552534,0.2001982552403583,0.05456892347421727
-0.0002835236217552534,0.1988245677846847,0.05456892347421727
-0.0002834536217552534,0.2005416771042776,0.05456892347421727
-0.0002833836217552534,0.2001982552403586,0.05490979257435616
-0.0002833136217552534,0.1995114115125218,0.05388718527393903
-0.0002832436217552534,0.1998548333764402,0.05456892347421727
-0.0002831736217552534,0.1991679896486026,0.05422805437407792
-0.0002831036217552534,0.1988245677846843,0.05422805437407792
-0.0002830336217552534,0.1984811459207654,0.05490979257435662
-0.0002829636217552534,0.1984811459207659,0.05422805437407807
-0.0002828936217552534,0.199511411512521,0.05456892347421712
-0.0002828236217552534,0.1995114115125215,0.05490979257435662
-0.0002827536217552534,0.1991679896486028,0.05456892347421712
-0.0002826836217552534,0.1991679896486028,0.05422805437407807
-0.0002826136217552534,0.1998548333764402,0.05490979257435662
-0.0002825436217552534,0.1998548333764402,0.05456892347421727
-0.0002824736217552534,0.1991679896486031,0.05388718527393888
-0.0002824036217552534,0.1995114115125215,0.05388718527393856
-0.0002823336217552534,0.1998548333764402,0.05456892347421727
-0.0002822636217552534,0.1998548333764402,0.05456892347421727
-0.0002821936217552534,0.2005416771042776,0.05422805437407792
-0.0002821236217552534,0.1995114115125215,0.05490979257435662
-0.0002820536217552534,0.19985483337644,0.05490979257435662
-0.0002819836217552534,0.201228520832115,0.05456892347421727
-0.0002819136217552534,0.2008850989681962,0.05456892347421727
-0.0002818436217552534,0.2001982552403592,0.05422805437407807
-0.0002817736217552534,0.1988245677846841,0.05456892347421727
-0.0002817036217552534,0.2005416771042776,0.05490979257435662
-0.0002816336217552534,0.1988245677846849,0.05456892347421742
-0.0002815636217552534,0.2005416771042776,0.05422805437407792
-0.0002814936217552534,0.2001982552403589,0.05456892347421727
-0.0002814236217552534,0.1991679896486032,0.05490979257435647
-0.0002813536217552534,0.1995114115125215,0.05490979257435662
-0.0002812836217552534,0.1995114115125215,0.05456892347421727
-0.0002812136217552534,0.19985483337644,0.05456892347421727
-0.0002811436217552534,0.1991679896486028,0.05525066167449598
-0.0002810736217552534,0.1991679896486028,0.05490979257435662
-0.0002810036217552534,0.1991679896486028,0.05456892347421742
-0.0002809336217552534,0.1998548333764402,0.05490979257435662
-0.0002808636217552534,0.1998548333764402,0.05490979257435662
-0.0002807936217552534,0.1991679896486031,0.05490979257435662
-0.0002807236217552534,0.2001982552403589,0.05559153077463533
-0.0002806536217552534,0.1988245677846841,0.05593239987477468
-0.0002805836217552535,0.1988245677846841,0.05456892347421789
-0.0002805136217552534,0.1991679896486028,0.05559153077463533
-0.0002804436217552534,0.1988245677846841,0.05456892347421727
-0.0002803736217552535,0.1991679896486026,0.05525066167449567
-0.0002803036217552534,0.1981377240568467,0.05456892347421727
-0.0002802336217552534,0.2005416771042776,0.05422805437407792
-0.0002801636217552535,0.1977943021929292,0.05422805437407792
-0.0002800936217552534,0.1995114115125215,0.05490979257435662
-0.0002800236217552534,0.1995114115125215,0.05456892347421727
-0.0002799536217552535,0.1988245677846844,0.05456892347421727
-0.0002798836217552534,0.1981377240568467,0.05456892347421727
-0.0002798136217552534,0.1991679896486028,0.05456892347421727
-0.0002797436217552535,0.1981377240568472,0.05456892347421727
-0.0002796736217552534,0.1984811459207654,0.05422805437407792
-0.0002796036217552534,0.1984811459207654,0.05490979257435662
-0.0002795336217552535,0.1988245677846839,0.05422805437407823
-0.0002794636217552534,0.1984811459207654,0.05490979257435662
-0.0002793936217552534,0.1981377240568467,0.05490979257435662
-0.0002793236217552535,0.1981377240568467,0.05422805437407823
-0.0002792536217552534,0.1984811459207654,0.05456892347421727
-0.0002791836217552534,0.1984811459207654,0.05456892347421727
-0.0002791136217552535,0.1977943021929283,0.05490979257435647
-0.0002790436217552534,0.1981377240568467,0.05456892347421727
-0.0002789736217552534,0.1984811459207654,0.05456892347421727
-0.0002789036217552535,0.1991679896486025,0.05525066167449567
-0.0002788336217552534,0.1981377240568467,0.05422805437407792
-0.0002787636217552534,0.1984811459207654,0.05593239987477468
-0.0002786936217552535,0.1977943021929283,0.0542280543740787
-0.0002786236217552534,0.1988245677846841,0.05593239987477468
-0.0002785536217552534,0.1984811459207654,0.05490979257435662
-0.0002784836217552535,0.1991679896486025,0.05525066167449583
-0.0002784136217552534,0.1984811459207654,0.05559153077463533
-0.0002783436217552534,0.1995114115125215,0.05593239987477468
-0.0002782736217552535,0.1988245677846844,0.05593239987477468
-0.0002782036217552534,0.1984811459207654,0.05525066167449598
-0.0002781336217552534,0.197794302192928,0.05593239987477468
-0.0002780636217552534,0.1988245677846838,0.05559153077463579
-0.0002779936217552534,0.1981377240568467,0.05661413807505339
-0.0002779236217552534,0.1988245677846841,0.05593239987477468
-0.0002778536217552534,0.1991679896486025,0.05593239987477468
-0.0002777836217552534,0.1984811459207654,0.05593239987477468
-0.0002777136217552534,0.1995114115125215,0.05661413807505339
-0.0002776436217552534,0.1984811459207655,0.05661413807505339
-0.0002775736217552534,0.1988245677846841,0.05661413807505339
-0.0002775036217552534,0.1984811459207654,0.05627326897491404
-0.0002774336217552534,0.1988245677846841,0.05661413807505324
-0.0002773636217552534,0.1988245677846841,0.05627326897491404
-0.0002772936217552534,0.1984811459207654,0.05661413807505339
-0.0002772236217552534,0.1981377240568465,0.05695500717519243
-0.0002771536217552534,0.197794302192928,0.05627326897491404
-0.0002770836217552534,0.1984811459207654,0.05661413807505339
-0.0002770136217552534,0.1991679896486029,0.05593239987477484
-0.0002769436217552534,0.1995114115125215,0.05627326897491404
-0.0002768736217552534,0.1988245677846841,0.05627326897491404
-0.0002768036217552534,0.1988245677846839,0.05661413807505324
-0.0002767336217552534,0.1984811459207654,0.05627326897491404
-0.0002766636217552534,0.1991679896486028,0.05593239987477468
-0.0002765936217552534,0.199511411512521,0.05559153077463548
-0.0002765236217552534,0.1984811459207654,0.05593239987477468
-0.0002764536217552534,0.1995114115125215,0.05559153077463533
-0.0002763836217552534,0.1988245677846843,0.05593239987477453
-0.0002763136217552534,0.1991679896486028,0.05559153077463533
-0.0002762436217552534,0.1995114115125215,0.05593239987477468
-0.0002761736217552534,0.1995114115125215,0.05593239987477484
-0.0002761036217552534,0.1995114115125215,0.05627326897491404
-0.0002760336217552534,0.2001982552403589,0.05627326897491404
-0.0002759636217552534,0.19985483337644,0.055932399874775
-0.0002758936217552534,0.1995114115125215,0.05661413807505339
-0.0002758236217552534,0.1988245677846841,0.05559153077463533
-0.0002757536217552534,0.1991679896486029,0.05661413807505308
-0.0002756836217552534,0.1995114115125215,0.05593239987477468
-0.0002756136217552534,0.1991679896486028,0.05593239987477468
-0.0002755436217552534,0.1991679896486026,0.05627326897491389
-0.0002754736217552534,0.1988245677846841,0.05593239987477468
-0.0002754036217552534,0.1995114115125215,0.05695500717519274
-0.0002753336217552534,0.1995114115125215,0.05627326897491373
-0.0002752636217552534,0.1995114115125215,0.05559153077463533
-0.0002751936217552534,0.2005416771042776,0.05661413807505339
-0.0002751236217552534,0.1991679896486029,0.05593239987477468
-0.0002750536217552534,0.1995114115125215,0.05593239987477468
-0.0002749836217552534,-0.1219314531153758,0.02252722806111804
-0.0002749136217552534,-0.1950803101300591,-0.003378823549479638
-0.0002748436217552534,-0.1985145287692445,-0.01837706395560437
-0.0002747736217552534,-0.1992013724970819,-0.02792139875950627
-0.0002747036217552534,-0.2005750599527572,-0.03473878076229535
-0.0002746336217552534,-0.2019487474084314,-0.03917007906410493
-0.0002745636217552534,-0.2019487474084314,-0.04189703186521976
-0.0002744936217552534,-0.2012619036805943,-0.04394224646605634
-0.0002744236217552534,-0.2019487474084314,-0.04496485376647394
-0.0002743536217552534,-0.2022921692723501,-0.045987461066892
-0.0002742836217552534,-0.203322434864106,-0.04735093746744973
-0.0002742136217552534,-0.2029790130001874,-0.04803267566772812
-0.0002741436217552534,-0.2022921692723501,-0.04769180656758876
-0.0002740736217552534,-0.2036658567280247,-0.04803267566772874
-0.0002740036217552534,-0.2033224348641062,-0.04939615206828554
-0.0002739336217552534,-0.2043527004558622,-0.04837354476786748
-0.0002738636217552534,-0.2040092785919439,-0.04871441386800729
-0.0002737936217552534,-0.204696122319781,-0.04973702116842488
-0.0002737236217552534,-0.2053829660476183,-0.04837354476786748
-0.0002736536217552534,-0.2033224348641066,-0.04905528296814649
-0.0002735836217552534,-0.2043527004558618,-0.04973702116842457
-0.0002735136217552534,-0.2040092785919436,-0.04973702116842488
-0.0002734436217552534,-0.2040092785919442,-0.0497370211684252
-0.0002733736217552534,-0.2053829660476177,-0.05041875936870328
-0.0002733036217552534,-0.2040092785919436,-0.05007789026856424
-0.0002732336217552534,-0.2040092785919436,-0.05007789026856439
-0.0002731636217552534,-0.2040092785919436,-0.05041875936870344
-0.0002730936217552534,-0.2036658567280248,-0.05007789026856424
-0.0002730236217552534,-0.2026355911362694,-0.05007789026856393
-0.0002729536217552534,-0.2040092785919429,-0.04939615206828585
-0.0002728836217552534,-0.2029790130001874,-0.0504187593687036
-0.0002728136217552534,-0.2036658567280247,-0.04973702116842504
-0.0002727436217552534,-0.2033224348641063,-0.05007789026856409
-0.0002726736217552534,-0.2022921692723501,-0.05075962846884294
-0.0002726036217552534,-0.2022921692723504,-0.0497370211684252
-0.0002725336217552534,-0.2029790130001871,-0.05041875936870328
-0.0002724636217552534,-0.2026355911362688,-0.05075962846884294
-0.0002723936217552534,-0.2026355911362683,-0.05007789026856393
-0.0002723236217552534,-0.2016053255445132,-0.04939615206828585
-0.0002722536217552534,-0.2026355911362688,-0.0504187593687036
-0.0002721836217552534,-0.201605325544513,-0.05041875936870375
-0.0002721136217552534,-0.2022921692723498,-0.05075962846884279
-0.0002720436217552534,-0.201261903680594,-0.04973702116842488
-0.0002719736217552534,-0.2019487474084311,-0.04973702116842488
-0.0002719036217552534,-0.2012619036805943,-0.04973702116842488
-0.0002718336217552534,-0.201261903680594,-0.05007789026856424
-0.0002717636217552534,-0.2009184818166758,-0.05007789026856439
-0.0002716936217552534,-0.2019487474084309,-0.05041875936870344
-0.0002716236217552534,-0.201261903680594,-0.05075962846884294
-0.0002715536217552534,-0.2009184818166755,-0.05075962846884294
-0.0002714836217552534,-0.2012619036805938,-0.05075962846884294
-0.0002714136217552534,-0.2016053255445127,-0.05075962846884294
-0.0002713436217552534,-0.201605325544513,-0.05075962846884294
-0.0002712736217552534,-0.2022921692723498,-0.05075962846884294
-0.0002712036217552534,-0.2016053255445127,-0.05075962846884294
-0.0002711336217552534,-0.2016053255445127,-0.05178223576926039
-0.0002710636217552534,-0.2016053255445127,-0.05041875936870421
-0.0002709936217552534,-0.201261903680594,-0.051782235769261
-0.0002709236217552534,-0.2012619036805942,-0.05041875936870421
-0.0002708536217552534,-0.2016053255445125,-0.05178223576926039
-0.0002707836217552534,-0.2005750599527566,-0.0511004975689823
-0.0002707136217552534,-0.2005750599527566,-0.0511004975689823
-0.0002706436217552534,-0.2009184818166752,-0.0511004975689823
-0.0002705736217552534,-0.2009184818166753,-0.05144136666912166
-0.0002705036217552534,-0.2002316380888379,-0.05075962846884294
-0.0002704336217552534,-0.2016053255445121,-0.05144136666912134
-0.0002703636217552534,-0.2016053255445127,-0.0511004975689823
-0.0002702936217552534,-0.2005750599527566,-0.05212310486940036
-0.0002702236217552534,-0.2005750599527566,-0.05178223576926116
-0.0002701536217552534,-0.2005750599527566,-0.05144136666912166
-0.0002700836217552534,-0.201261903680594,-0.05144136666912166
-0.0002700136217552534,-0.2019487474084311,-0.05110049756898245
-0.0002699436217552534,-0.2009184818166753,-0.04973702116842488
